🧘‍♂️ Top 1000 meditative 1989 06 04 14:10 with (stability 6–8, highest (fire+peace)/2):

01. 1992-03-14T13:10 | meditate=true | fire=6 | peace=9.5 | stability=6 | growth=5.60 | avgFirePeace=7.75
227. 1993-03-07T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=5.85 | avgFirePeace=3.25
228. 1993-03-28T13:10 | meditate=true | fire=4 | peace=2.5 | stability=8 | growth=7.80 | avgFirePeace=3.25
229. 1993-04-09T13:10 | meditate=true | fire=4 | peace=2.5 | stability=8 | growth=7.00 | avgFirePeace=3.25
230. 1993-04-14T13:10 | meditate=true | fire=4.5 | peace=2 | stability=8 | growth=8.25 | avgFirePeace=3.25
231. 1993-05-18T13:10 | meditate=true | fire=4.5 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.25
232. 1993-06-02T13:10 | meditate=true | fire=4 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=3.25
233. 1993-07-01T13:10 | meditate=true | fire=4 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=3.25
234. 1993-08-05T13:10 | meditate=true | fire=4.5 | peace=2 | stability=7 | growth=9.10 | avgFirePeace=3.25
235. 1994-07-26T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=6.60 | avgFirePeace=3.25
236. 1994-09-19T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=7.15 | avgFirePeace=3.25
237. 1988-01-29T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=7 | growth=7.80 | avgFirePeace=3.00
238. 1988-02-25T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=7 | growth=9.00 | avgFirePeace=3.00
239. 1988-10-12T13:10 | meditate=true | fire=2 | peace=4 | stability=7 | growth=4.00 | avgFirePeace=3.00
240. 1988-10-28T13:10 | meditate=true | fire=1.5 | peace=4.5 | stability=7 | growth=5.20 | avgFirePeace=3.00
241. 1988-11-18T13:10 | meditate=true | fire=2 | peace=4 | stability=6 | growth=6.00 | avgFirePeace=3.00
242. 1988-11-19T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=7 | growth=4.95 | avgFirePeace=3.00
243. 1988-11-24T13:10 | meditate=true | fire=1.5 | peace=4.5 | stability=6 | growth=4.95 | avgFirePeace=3.00
244. 1988-12-27T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=8 | growth=3.25 | avgFirePeace=3.00
245. 1989-02-28T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=8 | growth=2.75 | avgFirePeace=3.00
246. 1989-03-31T13:10 | meditate=true | fire=3 | peace=3 | stability=8 | growth=5.00 | avgFirePeace=3.00
247. 1989-07-07T13:10 | meditate=true | fire=0.5 | peace=5.5 | stability=6 | growth=3.50 | avgFirePeace=3.00
248. 1989-07-29T13:10 | meditate=true | fire=1.5 | peace=4.5 | stability=6 | growth=2.50 | avgFirePeace=3.00
249. 1989-12-14T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.00
250. 1990-09-27T13:10 | meditate=true | fire=5.5 | peace=0.5 | stability=7 | growth=9.35 | avgFirePeace=3.00
251. 1990-10-03T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=7 | growth=9.00 | avgFirePeace=3.00
252. 1991-03-15T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=6 | growth=7.15 | avgFirePeace=3.00
253. 1992-03-29T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=8 | growth=9.00 | avgFirePeace=3.00
254. 1992-04-23T13:10 | meditate=true | fire=5 | peace=1 | stability=7 | growth=9.80 | avgFirePeace=3.00
255. 1992-04-25T13:10 | meditate=true | fire=5.5 | peace=0.5 | stability=7 | growth=10.40 | avgFirePeace=3.00
256. 1992-06-12T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=6 | growth=7.70 | avgFirePeace=3.00
257. 1992-06-27T13:10 | meditate=true | fire=6 | peace=0 | stability=8 | growth=9.60 | avgFirePeace=3.00
258. 1992-07-26T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=7 | growth=7.70 | avgFirePeace=3.00
259. 1992-12-28T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=8 | growth=5.50 | avgFirePeace=3.00
260. 1992-12-30T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=6.60 | avgFirePeace=3.00
261. 1993-01-21T13:10 | meditate=true | fire=5.5 | peace=0.5 | stability=7 | growth=10.40 | avgFirePeace=3.00
262. 1993-01-22T13:10 | meditate=true | fire=5.5 | peace=0.5 | stability=7 | growth=11.25 | avgFirePeace=3.00
263. 1993-02-13T13:10 | meditate=true | fire=3 | peace=3 | stability=8 | growth=5.20 | avgFirePeace=3.00
264. 1993-04-06T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=8 | growth=6.30 | avgFirePeace=3.00
265. 1993-05-13T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=6.00 | avgFirePeace=3.00
266. 1993-05-15T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=5.20 | avgFirePeace=3.00
267. 1993-05-22T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=7 | growth=6.60 | avgFirePeace=3.00
268. 1993-05-30T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=8.40 | avgFirePeace=3.00
269. 1994-02-28T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=7 | growth=5.40 | avgFirePeace=3.00
270. 1994-03-03T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=7 | growth=3.50 | avgFirePeace=3.00
271. 1994-03-06T13:10 | meditate=true | fire=2 | peace=4 | stability=7 | growth=4.00 | avgFirePeace=3.00
272. 1994-04-01T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.00
273. 1994-07-25T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=6.00 | avgFirePeace=3.00
274. 1994-08-19T13:10 | meditate=true | fire=1.5 | peace=4.5 | stability=8 | growth=3.15 | avgFirePeace=3.00
275. 1994-12-25T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.00
276. 1988-01-16T13:10 | meditate=true | fire=4.5 | peace=1 | stability=7 | growth=9.10 | avgFirePeace=2.75
277. 1988-02-14T13:10 | meditate=true | fire=4 | peace=1.5 | stability=7 | growth=7.00 | avgFirePeace=2.75
278. 1988-02-16T13:10 | meditate=true | fire=4.5 | peace=1 | stability=8 | growth=9.10 | avgFirePeace=2.75
279. 1988-03-28T13:10 | meditate=true | fire=5.5 | peace=0 | stability=7 | growth=12.00 | avgFirePeace=2.75
280. 1988-12-13T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=2.75
281. 1989-02-20T13:10 | meditate=true | fire=2 | peace=3.5 | stability=8 | growth=4.00 | avgFirePeace=2.75
282. 1989-03-20T13:10 | meditate=true | fire=1.5 | peace=4 | stability=6 | growth=3.15 | avgFirePeace=2.75
283. 1989-03-25T13:10 | meditate=true | fire=2.5 | peace=3 | stability=8 | growth=4.50 | avgFirePeace=2.75
284. 1989-07-11T13:10 | meditate=true | fire=0 | peace=5.5 | stability=6 | growth=2.40 | avgFirePeace=2.75
285. 1989-08-22T13:10 | meditate=true | fire=1.5 | peace=4 | stability=7 | growth=4.40 | avgFirePeace=2.75
286. 1989-09-29T13:10 | meditate=true | fire=2.5 | peace=3 | stability=7 | growth=3.85 | avgFirePeace=2.75
287. 1990-03-07T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=4.50 | avgFirePeace=2.75
288. 1990-03-17T13:10 | meditate=true | fire=5 | peace=0.5 | stability=6 | growth=8.40 | avgFirePeace=2.75
289. 1990-03-31T13:10 | meditate=true | fire=4 | peace=1.5 | stability=6 | growth=7.00 | avgFirePeace=2.75
290. 1990-04-22T13:10 | meditate=true | fire=4.5 | peace=1 | stability=6 | growth=9.10 | avgFirePeace=2.75
291. 1990-04-23T13:10 | meditate=true | fire=4.5 | peace=1 | stability=7 | growth=9.10 | avgFirePeace=2.75
292. 1990-06-24T13:10 | meditate=true | fire=4.5 | peace=1 | stability=8 | growth=7.15 | avgFirePeace=2.75
293. 1990-10-31T13:10 | meditate=true | fire=4 | peace=1.5 | stability=8 | growth=7.00 | avgFirePeace=2.75
294. 1990-12-05T13:10 | meditate=true | fire=2.5 | peace=3 | stability=7 | growth=4.55 | avgFirePeace=2.75
295. 1991-03-14T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=7.70 | avgFirePeace=2.75
296. 1991-06-04T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=4.90 | avgFirePeace=2.75
297. 1991-06-13T13:10 | meditate=true | fire=4.5 | peace=1 | stability=8 | growth=9.10 | avgFirePeace=2.75
298. 1992-01-15T13:10 | meditate=true | fire=3 | peace=2.5 | stability=8 | growth=6.30 | avgFirePeace=2.75
299. 1992-02-02T13:10 | meditate=true | fire=5 | peace=0.5 | stability=6 | growth=8.40 | avgFirePeace=2.75
300. 1992-02-18T13:10 | meditate=true | fire=1.5 | peace=4 | stability=7 | growth=5.85 | avgFirePeace=2.75
301. 1992-04-01T13:10 | meditate=true | fire=4.5 | peace=1 | stability=6 | growth=9.10 | avgFirePeace=2.75
302. 1992-04-13T13:10 | meditate=true | fire=3 | peace=2.5 | stability=8 | growth=6.50 | avgFirePeace=2.75
303. 1992-05-15T13:10 | meditate=true | fire=3.5 | peace=2 | stability=7 | growth=6.75 | avgFirePeace=2.75
304. 1992-05-16T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=6.50 | avgFirePeace=2.75
305. 1992-05-17T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=6.50 | avgFirePeace=2.75
306. 1992-05-25T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=7.15 | avgFirePeace=2.75
307. 1992-06-15T13:10 | meditate=true | fire=4 | peace=1.5 | stability=6 | growth=7.00 | avgFirePeace=2.75
308. 1992-09-20T13:10 | meditate=true | fire=4.5 | peace=1 | stability=7 | growth=9.10 | avgFirePeace=2.75
309. 1992-10-09T13:10 | meditate=true | fire=5 | peace=0.5 | stability=7 | growth=10.50 | avgFirePeace=2.75
310. 1992-10-25T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=7.70 | avgFirePeace=2.75
311. 1992-11-07T13:10 | meditate=true | fire=3.5 | peace=2 | stability=7 | growth=6.75 | avgFirePeace=2.75
312. 1993-04-20T13:10 | meditate=true | fire=5.5 | peace=0 | stability=8 | growth=12.00 | avgFirePeace=2.75
313. 1993-05-16T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=5.60 | avgFirePeace=2.75
314. 1993-10-14T13:10 | meditate=true | fire=2 | peace=3.5 | stability=6 | growth=4.40 | avgFirePeace=2.75
315. 1994-02-27T13:10 | meditate=true | fire=3.5 | peace=2 | stability=7 | growth=6.60 | avgFirePeace=2.75
316. 1994-03-30T13:10 | meditate=true | fire=2 | peace=3.5 | stability=6 | growth=4.40 | avgFirePeace=2.75
317. 1994-06-15T13:10 | meditate=true | fire=2.5 | peace=3 | stability=8 | growth=5.20 | avgFirePeace=2.75
318. 1994-06-17T13:10 | meditate=true | fire=3.5 | peace=2 | stability=8 | growth=7.15 | avgFirePeace=2.75
319. 1994-07-06T13:10 | meditate=true | fire=2 | peace=3.5 | stability=7 | growth=4.40 | avgFirePeace=2.75
320. 1994-09-02T13:10 | meditate=true | fire=4 | peace=1.5 | stability=8 | growth=7.80 | avgFirePeace=2.75
321. 1988-01-05T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
322. 1988-02-01T13:10 | meditate=true | fire=4 | peace=1 | stability=8 | growth=9.60 | avgFirePeace=2.50
323. 1988-02-23T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=8 | growth=8.25 | avgFirePeace=2.50
324. 1988-03-21T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=6 | growth=7.15 | avgFirePeace=2.50
325. 1988-03-27T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
326. 1988-07-07T13:10 | meditate=true | fire=1.5 | peace=3.5 | stability=7 | growth=6.05 | avgFirePeace=2.50
327. 1988-10-03T13:10 | meditate=true | fire=1.5 | peace=3.5 | stability=7 | growth=3.85 | avgFirePeace=2.50
328. 1988-10-04T13:10 | meditate=true | fire=1 | peace=4 | stability=8 | growth=3.60 | avgFirePeace=2.50
329. 1988-11-28T13:10 | meditate=true | fire=2.5 | peace=2.5 | stability=8 | growth=7.15 | avgFirePeace=2.50
330. 1988-12-05T13:10 | meditate=true | fire=2 | peace=3 | stability=6 | growth=4.00 | avgFirePeace=2.50
331. 1988-12-30T13:10 | meditate=true | fire=1.5 | peace=3.5 | stability=6 | growth=3.85 | avgFirePeace=2.50
332. 1989-02-13T13:10 | meditate=true | fire=1 | peace=4 | stability=6 | growth=3.60 | avgFirePeace=2.50
333. 1989-02-25T13:10 | meditate=true | fire=2 | peace=3 | stability=7 | growth=3.30 | avgFirePeace=2.50
334. 1989-02-27T13:10 | meditate=true | fire=2 | peace=3 | stability=6 | growth=3.30 | avgFirePeace=2.50
335. 1989-04-02T13:10 | meditate=true | fire=2 | peace=3 | stability=6 | growth=4.00 | avgFirePeace=2.50
336. 1989-04-04T13:10 | meditate=true | fire=2 | peace=3 | stability=6 | growth=4.50 | avgFirePeace=2.50
337. 1989-06-28T13:10 | meditate=true | fire=0.5 | peace=4.5 | stability=6 | growth=3.50 | avgFirePeace=2.50
338. 1989-09-21T13:10 | meditate=true | fire=2.5 | peace=2.5 | stability=6 | growth=3.25 | avgFirePeace=2.50
339. 1989-12-16T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=6 | growth=6.30 | avgFirePeace=2.50
340. 1989-12-17T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=6 | growth=6.30 | avgFirePeace=2.50
341. 1990-03-22T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=6 | growth=7.70 | avgFirePeace=2.50
342. 1990-03-26T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=8 | growth=7.70 | avgFirePeace=2.50
343. 1990-03-27T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=8 | growth=7.70 | avgFirePeace=2.50
344. 1990-06-20T13:10 | meditate=true | fire=4 | peace=1 | stability=6 | growth=6.50 | avgFirePeace=2.50
345. 1990-06-25T13:10 | meditate=true | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
346. 1990-12-14T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=7 | growth=7.15 | avgFirePeace=2.50
347. 1991-03-17T13:10 | meditate=true | fire=4 | peace=1 | stability=6 | growth=7.50 | avgFirePeace=2.50
348. 1991-06-03T13:10 | meditate=true | fire=3 | peace=2 | stability=6 | growth=5.20 | avgFirePeace=2.50
349. 1991-10-14T13:10 | meditate=true | fire=3 | peace=2 | stability=6 | growth=6.00 | avgFirePeace=2.50
350. 1991-10-20T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
351. 1992-02-23T13:10 | meditate=true | fire=1.5 | peace=3.5 | stability=7 | growth=4.95 | avgFirePeace=2.50
352. 1992-02-26T13:10 | meditate=true | fire=3 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=2.50
353. 1992-03-30T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
354. 1992-03-31T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
355. 1992-04-02T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=9.10 | avgFirePeace=2.50
356. 1992-04-11T13:10 | meditate=true | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
357. 1992-07-01T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=6 | growth=8.80 | avgFirePeace=2.50
358. 1992-09-15T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=7 | growth=8.45 | avgFirePeace=2.50
359. 1992-09-30T13:10 | meditate=true | fire=5 | peace=0 | stability=8 | growth=12.60 | avgFirePeace=2.50
360. 1992-11-03T13:10 | meditate=true | fire=2 | peace=3 | stability=7 | growth=4.80 | avgFirePeace=2.50
361. 1992-11-06T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.50
362. 1992-12-21T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=7 | growth=8.80 | avgFirePeace=2.50
363. 1992-12-23T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=8 | growth=7.70 | avgFirePeace=2.50
364. 1992-12-27T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=8 | growth=7.80 | avgFirePeace=2.50
365. 1993-01-01T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=7 | growth=8.80 | avgFirePeace=2.50
366. 1993-03-17T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=6.40 | avgFirePeace=2.50
367. 1993-04-07T13:10 | meditate=true | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
368. 1993-05-05T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=9.60 | avgFirePeace=2.50
369. 1993-07-06T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=8 | growth=9.75 | avgFirePeace=2.50
370. 1994-05-23T13:10 | meditate=true | fire=0.5 | peace=4.5 | stability=6 | growth=2.25 | avgFirePeace=2.50
371. 1994-07-01T13:10 | meditate=true | fire=4 | peace=1 | stability=8 | growth=7.50 | avgFirePeace=2.50
372. 1994-07-22T13:10 | meditate=true | fire=2 | peace=3 | stability=7 | growth=5.50 | avgFirePeace=2.50
373. 1994-08-18T13:10 | meditate=true | fire=1.5 | peace=3.5 | stability=6 | growth=3.00 | avgFirePeace=2.50
374. 1994-09-17T13:10 | meditate=true | fire=3 | peace=2 | stability=7 | growth=7.80 | avgFirePeace=2.50
375. 1994-09-25T13:10 | meditate=true | fire=3 | peace=2 | stability=7 | growth=7.00 | avgFirePeace=2.50
376. 1988-01-03T13:10 | meditate=true | fire=4.5 | peace=0 | stability=6 | growth=10.40 | avgFirePeace=2.25
377. 1988-01-22T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=9.80 | avgFirePeace=2.25
378. 1988-01-23T13:10 | meditate=true | fire=4.5 | peace=0 | stability=7 | growth=10.40 | avgFirePeace=2.25
379. 1988-01-24T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
380. 1988-01-28T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.00 | avgFirePeace=2.25
381. 1988-03-19T13:10 | meditate=true | fire=3.5 | peace=1 | stability=6 | growth=7.70 | avgFirePeace=2.25
382. 1988-03-24T13:10 | meditate=true | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
383. 1988-10-07T13:10 | meditate=true | fire=1.5 | peace=3 | stability=7 | growth=4.95 | avgFirePeace=2.25
384. 1988-10-30T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=8.25 | avgFirePeace=2.25
385. 1988-11-23T13:10 | meditate=true | fire=1 | peace=3.5 | stability=6 | growth=4.50 | avgFirePeace=2.25
386. 1989-01-02T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=5.40 | avgFirePeace=2.25
387. 1989-07-05T13:10 | meditate=true | fire=-0.5 | peace=5 | stability=7 | growth=2.80 | avgFirePeace=2.25
388. 1989-08-21T13:10 | meditate=true | fire=0.5 | peace=4 | stability=7 | growth=3.85 | avgFirePeace=2.25
389. 1989-08-29T13:10 | meditate=true | fire=0.5 | peace=4 | stability=7 | growth=3.15 | avgFirePeace=2.25
390. 1989-12-25T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=5.85 | avgFirePeace=2.25
391. 1990-03-28T13:10 | meditate=true | fire=4.5 | peace=0 | stability=7 | growth=8.25 | avgFirePeace=2.25
392. 1990-03-30T13:10 | meditate=true | fire=3.5 | peace=1 | stability=6 | growth=6.75 | avgFirePeace=2.25
393. 1990-06-18T13:10 | meditate=true | fire=4.5 | peace=0 | stability=6 | growth=9.35 | avgFirePeace=2.25
394. 1991-03-04T13:10 | meditate=true | fire=2 | peace=2.5 | stability=7 | growth=5.20 | avgFirePeace=2.25
395. 1991-10-21T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=7.70 | avgFirePeace=2.25
396. 1992-02-06T13:10 | meditate=true | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
397. 1992-04-19T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
398. 1992-04-26T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=7.70 | avgFirePeace=2.25
399. 1992-05-26T13:10 | meditate=true | fire=4 | peace=0.5 | stability=6 | growth=9.80 | avgFirePeace=2.25
400. 1992-09-16T13:10 | meditate=true | fire=4.5 | peace=0 | stability=7 | growth=9.10 | avgFirePeace=2.25
401. 1992-12-19T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
402. 1992-12-29T13:10 | meditate=true | fire=2 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=2.25
403. 1993-01-14T13:10 | meditate=true | fire=2.5 | peace=2 | stability=8 | growth=7.80 | avgFirePeace=2.25
404. 1993-01-15T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.00 | avgFirePeace=2.25
405. 1993-01-20T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
406. 1993-04-04T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=4.55 | avgFirePeace=2.25
407. 1993-04-12T13:10 | meditate=true | fire=3 | peace=1.5 | stability=8 | growth=6.50 | avgFirePeace=2.25
408. 1993-04-17T13:10 | meditate=true | fire=2.5 | peace=2 | stability=8 | growth=7.15 | avgFirePeace=2.25
409. 1993-04-18T13:10 | meditate=true | fire=3.5 | peace=1 | stability=8 | growth=7.70 | avgFirePeace=2.25
410. 1993-04-19T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=9.00 | avgFirePeace=2.25
411. 1993-05-14T13:10 | meditate=true | fire=2 | peace=2.5 | stability=7 | growth=5.20 | avgFirePeace=2.25
412. 1993-07-11T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=8.40 | avgFirePeace=2.25
413. 1994-03-05T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=4.55 | avgFirePeace=2.25
414. 1994-03-15T13:10 | meditate=true | fire=3 | peace=1.5 | stability=8 | growth=7.70 | avgFirePeace=2.25
415. 1994-06-29T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=7.00 | avgFirePeace=2.25
416. 1994-09-20T13:10 | meditate=true | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
417. 1994-09-26T13:10 | meditate=true | fire=1.5 | peace=3 | stability=6 | growth=4.20 | avgFirePeace=2.25
418. 1994-11-28T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=7.15 | avgFirePeace=2.25
419. 1988-01-13T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=7.80 | avgFirePeace=2.00
420. 1988-01-17T13:10 | meditate=true | fire=4 | peace=0 | stability=8 | growth=9.10 | avgFirePeace=2.00
421. 1988-01-25T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=10.50 | avgFirePeace=2.00
422. 1988-02-20T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=8.80 | avgFirePeace=2.00
423. 1988-03-01T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=6.60 | avgFirePeace=2.00
424. 1988-03-05T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=6.60 | avgFirePeace=2.00
425. 1988-03-22T13:10 | meditate=true | fire=3 | peace=1 | stability=6 | growth=8.40 | avgFirePeace=2.00
426. 1988-03-23T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=7.80 | avgFirePeace=2.00
427. 1988-10-25T13:10 | meditate=true | fire=2 | peace=2 | stability=7 | growth=5.50 | avgFirePeace=2.00
428. 1988-11-15T13:10 | meditate=true | fire=1 | peace=3 | stability=8 | growth=5.40 | avgFirePeace=2.00
429. 1988-12-04T13:10 | meditate=true | fire=1 | peace=3 | stability=7 | growth=4.00 | avgFirePeace=2.00
430. 1988-12-18T13:10 | meditate=true | fire=2 | peace=2 | stability=7 | growth=5.50 | avgFirePeace=2.00
431. 1988-12-19T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=5.85 | avgFirePeace=2.00
432. 1989-01-10T13:10 | meditate=true | fire=0 | peace=4 | stability=6 | growth=2.70 | avgFirePeace=2.00
433. 1989-02-21T13:10 | meditate=true | fire=1 | peace=3 | stability=8 | growth=4.00 | avgFirePeace=2.00
434. 1989-05-21T13:10 | meditate=true | fire=1.5 | peace=2.5 | stability=6 | growth=3.15 | avgFirePeace=2.00
435. 1989-06-26T13:10 | meditate=true | fire=0 | peace=4 | stability=6 | growth=4.00 | avgFirePeace=2.00
436. 1989-12-31T13:10 | meditate=true | fire=3 | peace=1 | stability=6 | growth=7.00 | avgFirePeace=2.00
437. 1990-03-23T13:10 | meditate=true | fire=4.5 | peace=-0.5 | stability=6 | growth=6.75 | avgFirePeace=2.00
438. 1990-06-02T13:10 | meditate=true | fire=2 | peace=2 | stability=6 | growth=3.90 | avgFirePeace=2.00
439. 1990-06-23T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=6.00 | avgFirePeace=2.00
440. 1990-10-05T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.40 | avgFirePeace=2.00
441. 1991-03-16T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=6.60 | avgFirePeace=2.00
442. 1991-03-18T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=6 | growth=8.25 | avgFirePeace=2.00
443. 1991-11-18T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=5.20 | avgFirePeace=2.00
444. 1991-11-23T13:10 | meditate=true | fire=1.5 | peace=2.5 | stability=7 | growth=6.05 | avgFirePeace=2.00
445. 1992-01-13T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=6.60 | avgFirePeace=2.00
446. 1992-04-03T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=6 | growth=9.75 | avgFirePeace=2.00
447. 1992-04-04T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=7.70 | avgFirePeace=2.00
448. 1992-04-16T13:10 | meditate=true | fire=1.5 | peace=2.5 | stability=8 | growth=6.05 | avgFirePeace=2.00
449. 1992-05-23T13:10 | meditate=true | fire=2 | peace=2 | stability=7 | growth=6.00 | avgFirePeace=2.00
450. 1992-07-25T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.40 | avgFirePeace=2.00
451. 1992-09-17T13:10 | meditate=true | fire=4.5 | peace=-0.5 | stability=7 | growth=8.80 | avgFirePeace=2.00
452. 1992-09-18T13:10 | meditate=true | fire=4.5 | peace=-0.5 | stability=7 | growth=9.75 | avgFirePeace=2.00
453. 1992-09-27T13:10 | meditate=true | fire=4 | peace=0 | stability=8 | growth=11.70 | avgFirePeace=2.00
