🧘‍♂️ Top 1000 pairs with 1989 06 04 14:10 (stability 6–8, highest (fire+peace)/2):

01. 1990-06-12T13:10 | meditate=true | fire=7.5 | peace=5.5 | stability=8 | growth=10.20 | avgFirePeace=6.50
227. 1991-06-06T13:10 | meditate=false | fire=4.5 | peace=-1 | stability=7 | growth=8.10 | avgFirePeace=1.75
228. 1991-06-13T13:10 | meditate=true | fire=4.5 | peace=1 | stability=8 | growth=9.10 | avgFirePeace=2.75
229. 1991-06-16T13:10 | meditate=false | fire=4.5 | peace=0.5 | stability=8 | growth=8.80 | avgFirePeace=2.50
230. 1991-06-18T13:10 | meditate=false | fire=4.5 | peace=0 | stability=8 | growth=9.35 | avgFirePeace=2.25
231. 1991-07-02T13:10 | meditate=false | fire=4.5 | peace=0.5 | stability=8 | growth=8.80 | avgFirePeace=2.50
232. 1991-07-30T13:10 | meditate=false | fire=4.5 | peace=5 | stability=8 | growth=6.50 | avgFirePeace=4.75
233. 1991-09-14T13:10 | meditate=false | fire=4.5 | peace=3.5 | stability=8 | growth=6.60 | avgFirePeace=4.00
234. 1991-09-16T13:10 | meditate=false | fire=4.5 | peace=1.5 | stability=8 | growth=7.70 | avgFirePeace=3.00
235. 1991-09-17T13:10 | meditate=false | fire=4.5 | peace=0.5 | stability=8 | growth=7.70 | avgFirePeace=2.50
236. 1991-09-18T13:10 | meditate=false | fire=4.5 | peace=1 | stability=7 | growth=7.20 | avgFirePeace=2.75
237. 1991-09-22T13:10 | meditate=false | fire=4.5 | peace=-1 | stability=7 | growth=8.10 | avgFirePeace=1.75
238. 1991-09-29T13:10 | meditate=false | fire=4.5 | peace=3.5 | stability=8 | growth=6.60 | avgFirePeace=4.00
239. 1991-11-08T13:10 | meditate=false | fire=4.5 | peace=0.5 | stability=8 | growth=8.80 | avgFirePeace=2.50
240. 1992-01-29T13:10 | meditate=true | fire=4.5 | peace=2 | stability=7 | growth=7.15 | avgFirePeace=3.25
241. 1992-03-01T13:10 | meditate=true | fire=4.5 | peace=3.5 | stability=7 | growth=7.15 | avgFirePeace=4.00
242. 1992-03-18T13:10 | meditate=true | fire=4.5 | peace=4 | stability=6 | growth=6.50 | avgFirePeace=4.25
243. 1992-03-20T13:10 | meditate=true | fire=4.5 | peace=4.5 | stability=7 | growth=7.50 | avgFirePeace=4.50
244. 1992-03-21T13:10 | meditate=true | fire=4.5 | peace=3.5 | stability=7 | growth=7.15 | avgFirePeace=4.00
245. 1992-03-25T13:10 | meditate=true | fire=4.5 | peace=3.5 | stability=8 | growth=7.15 | avgFirePeace=4.00
246. 1992-03-29T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=8 | growth=9.00 | avgFirePeace=3.00
247. 1992-04-01T13:10 | meditate=true | fire=4.5 | peace=1 | stability=6 | growth=9.10 | avgFirePeace=2.75
248. 1992-04-15T13:10 | meditate=true | fire=4.5 | peace=4 | stability=7 | growth=7.80 | avgFirePeace=4.25
249. 1992-04-28T13:10 | meditate=true | fire=4.5 | peace=4.5 | stability=6 | growth=7.15 | avgFirePeace=4.50
250. 1992-04-29T13:10 | meditate=true | fire=4.5 | peace=4.5 | stability=6 | growth=7.15 | avgFirePeace=4.50
251. 1992-05-18T13:10 | meditate=true | fire=4.5 | peace=5.5 | stability=8 | growth=6.60 | avgFirePeace=5.00
252. 1992-06-09T13:10 | meditate=false | fire=4.5 | peace=1.5 | stability=8 | growth=8.45 | avgFirePeace=3.00
253. 1992-06-12T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=6 | growth=7.70 | avgFirePeace=3.00
254. 1992-06-16T13:10 | meditate=true | fire=4.5 | peace=4.5 | stability=6 | growth=6.60 | avgFirePeace=4.50
255. 1992-07-01T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=6 | growth=8.80 | avgFirePeace=2.50
256. 1992-07-26T13:10 | meditate=true | fire=4.5 | peace=1.5 | stability=7 | growth=7.70 | avgFirePeace=3.00
257. 1992-09-15T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=7 | growth=8.45 | avgFirePeace=2.50
258. 1992-09-16T13:10 | meditate=true | fire=4.5 | peace=0 | stability=7 | growth=9.10 | avgFirePeace=2.25
259. 1992-09-17T13:10 | meditate=true | fire=4.5 | peace=-0.5 | stability=7 | growth=8.80 | avgFirePeace=2.00
260. 1992-09-18T13:10 | meditate=true | fire=4.5 | peace=-0.5 | stability=7 | growth=9.75 | avgFirePeace=2.00
261. 1992-09-20T13:10 | meditate=true | fire=4.5 | peace=1 | stability=7 | growth=9.10 | avgFirePeace=2.75
262. 1992-09-21T13:10 | meditate=true | fire=4.5 | peace=2 | stability=7 | growth=9.10 | avgFirePeace=3.25
263. 1992-11-05T13:10 | meditate=true | fire=4.5 | peace=4 | stability=7 | growth=7.15 | avgFirePeace=4.25
264. 1992-12-05T13:10 | meditate=true | fire=4.5 | peace=5.5 | stability=8 | growth=7.15 | avgFirePeace=5.00
265. 1992-12-12T13:10 | meditate=true | fire=4.5 | peace=3 | stability=7 | growth=7.80 | avgFirePeace=3.75
266. 1992-12-21T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=7 | growth=8.80 | avgFirePeace=2.50
267. 1992-12-23T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=8 | growth=7.70 | avgFirePeace=2.50
268. 1993-01-01T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=7 | growth=8.80 | avgFirePeace=2.50
269. 1993-01-31T13:10 | meditate=true | fire=4.5 | peace=3.5 | stability=7 | growth=7.50 | avgFirePeace=4.00
270. 1993-03-13T13:10 | meditate=true | fire=4.5 | peace=3.5 | stability=7 | growth=7.70 | avgFirePeace=4.00
271. 1993-03-29T13:10 | meditate=true | fire=4.5 | peace=3 | stability=8 | growth=7.15 | avgFirePeace=3.75
272. 1993-04-13T13:10 | meditate=true | fire=4.5 | peace=3.5 | stability=8 | growth=7.15 | avgFirePeace=4.00
273. 1993-04-14T13:10 | meditate=true | fire=4.5 | peace=2 | stability=8 | growth=8.25 | avgFirePeace=3.25
274. 1993-05-07T13:10 | meditate=false | fire=4.5 | peace=3.5 | stability=8 | growth=7.70 | avgFirePeace=4.00
275. 1993-05-18T13:10 | meditate=true | fire=4.5 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.25
276. 1993-06-06T13:10 | meditate=false | fire=4.5 | peace=1 | stability=8 | growth=8.25 | avgFirePeace=2.75
277. 1993-07-03T13:10 | meditate=true | fire=4.5 | peace=4.5 | stability=7 | growth=5.85 | avgFirePeace=4.50
278. 1993-07-06T13:10 | meditate=true | fire=4.5 | peace=0.5 | stability=8 | growth=9.75 | avgFirePeace=2.50
279. 1993-07-26T13:10 | meditate=false | fire=4.5 | peace=1 | stability=8 | growth=9.35 | avgFirePeace=2.75
280. 1993-08-05T13:10 | meditate=true | fire=4.5 | peace=2 | stability=7 | growth=9.10 | avgFirePeace=3.25
281. 1993-08-16T13:10 | meditate=false | fire=4.5 | peace=0 | stability=8 | growth=9.35 | avgFirePeace=2.25
282. 1993-09-13T13:10 | meditate=false | fire=4.5 | peace=1.5 | stability=8 | growth=9.75 | avgFirePeace=3.00
283. 1993-10-01T13:10 | meditate=true | fire=4.5 | peace=6.5 | stability=8 | growth=5.85 | avgFirePeace=5.50
284. 1993-10-03T13:10 | meditate=true | fire=4.5 | peace=5 | stability=7 | growth=6.50 | avgFirePeace=4.75
285. 1994-03-12T13:10 | meditate=false | fire=4.5 | peace=1.5 | stability=8 | growth=6.60 | avgFirePeace=3.00
286. 1994-12-06T13:10 | meditate=true | fire=4.5 | peace=7 | stability=6 | growth=4.95 | avgFirePeace=5.75
287. 1994-12-07T13:10 | meditate=false | fire=4.5 | peace=3.5 | stability=8 | growth=6.60 | avgFirePeace=4.00
288. 1988-01-02T13:10 | meditate=true | fire=4 | peace=3 | stability=7 | growth=7.70 | avgFirePeace=3.50
289. 1988-01-05T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
290. 1988-01-17T13:10 | meditate=true | fire=4 | peace=0 | stability=8 | growth=9.10 | avgFirePeace=2.00
291. 1988-01-22T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=9.80 | avgFirePeace=2.25
292. 1988-01-24T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
293. 1988-01-25T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=10.50 | avgFirePeace=2.00
294. 1988-01-28T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.00 | avgFirePeace=2.25
295. 1988-02-01T13:10 | meditate=true | fire=4 | peace=1 | stability=8 | growth=9.60 | avgFirePeace=2.50
296. 1988-02-03T13:10 | meditate=false | fire=4 | peace=0.5 | stability=8 | growth=9.00 | avgFirePeace=2.25
297. 1988-02-14T13:10 | meditate=true | fire=4 | peace=1.5 | stability=7 | growth=7.00 | avgFirePeace=2.75
298. 1988-02-15T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=8.50 | avgFirePeace=1.50
299. 1988-02-27T13:10 | meditate=true | fire=4 | peace=-1.5 | stability=7 | growth=11.20 | avgFirePeace=1.25
300. 1988-03-11T13:10 | meditate=false | fire=4 | peace=3.5 | stability=8 | growth=7.00 | avgFirePeace=3.75
301. 1988-03-12T13:10 | meditate=false | fire=4 | peace=3.5 | stability=8 | growth=7.00 | avgFirePeace=3.75
302. 1988-03-27T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
303. 1988-04-02T13:10 | meditate=true | fire=4 | peace=-1.5 | stability=6 | growth=9.00 | avgFirePeace=1.25
304. 1988-04-20T13:10 | meditate=false | fire=4 | peace=3.5 | stability=7 | growth=7.80 | avgFirePeace=3.75
305. 1988-04-22T13:10 | meditate=false | fire=4 | peace=2.5 | stability=8 | growth=8.40 | avgFirePeace=3.25
306. 1988-04-27T13:10 | meditate=false | fire=4 | peace=4 | stability=8 | growth=6.00 | avgFirePeace=4.00
307. 1988-05-01T13:10 | meditate=false | fire=4 | peace=2 | stability=8 | growth=6.50 | avgFirePeace=3.00
308. 1988-05-03T13:10 | meditate=false | fire=4 | peace=2.5 | stability=8 | growth=6.60 | avgFirePeace=3.25
309. 1988-05-11T13:10 | meditate=false | fire=4 | peace=3 | stability=6 | growth=7.20 | avgFirePeace=3.50
310. 1988-05-13T13:10 | meditate=false | fire=4 | peace=6.5 | stability=6 | growth=5.40 | avgFirePeace=5.25
311. 1988-05-14T13:10 | meditate=false | fire=4 | peace=4 | stability=6 | growth=7.20 | avgFirePeace=4.00
312. 1988-05-28T13:10 | meditate=false | fire=4 | peace=2 | stability=7 | growth=7.50 | avgFirePeace=3.00
313. 1988-06-17T13:10 | meditate=false | fire=4 | peace=4 | stability=7 | growth=7.20 | avgFirePeace=4.00
314. 1988-07-11T13:10 | meditate=true | fire=4 | peace=6 | stability=7 | growth=6.00 | avgFirePeace=5.00
315. 1988-08-18T13:10 | meditate=false | fire=4 | peace=9 | stability=8 | growth=3.60 | avgFirePeace=6.50
316. 1988-09-19T13:10 | meditate=false | fire=4 | peace=3.5 | stability=6 | growth=6.00 | avgFirePeace=3.75
317. 1988-09-22T13:10 | meditate=false | fire=4 | peace=2.5 | stability=8 | growth=7.00 | avgFirePeace=3.25
318. 1988-09-23T13:10 | meditate=false | fire=4 | peace=6.5 | stability=7 | growth=5.00 | avgFirePeace=5.25
319. 1988-09-26T13:10 | meditate=false | fire=4 | peace=3 | stability=7 | growth=6.50 | avgFirePeace=3.50
320. 1988-09-27T13:10 | meditate=false | fire=4 | peace=3.5 | stability=8 | growth=5.20 | avgFirePeace=3.75
321. 1988-10-01T13:10 | meditate=true | fire=4 | peace=9 | stability=7 | growth=3.50 | avgFirePeace=6.50
322. 1988-12-16T13:10 | meditate=true | fire=4 | peace=3.5 | stability=6 | growth=6.00 | avgFirePeace=3.75
323. 1989-03-21T13:10 | meditate=false | fire=4 | peace=4 | stability=7 | growth=6.00 | avgFirePeace=4.00
324. 1989-04-01T13:10 | meditate=true | fire=4 | peace=4.5 | stability=8 | growth=5.40 | avgFirePeace=4.25
325. 1989-09-19T13:10 | meditate=true | fire=4 | peace=3.5 | stability=6 | growth=5.20 | avgFirePeace=3.75
326. 1989-09-20T13:10 | meditate=true | fire=4 | peace=3.5 | stability=6 | growth=5.20 | avgFirePeace=3.75
327. 1989-10-02T13:10 | meditate=true | fire=4 | peace=4.5 | stability=7 | growth=5.00 | avgFirePeace=4.25
328. 1989-11-01T13:10 | meditate=false | fire=4 | peace=6.5 | stability=8 | growth=4.40 | avgFirePeace=5.25
329. 1989-11-05T13:10 | meditate=false | fire=4 | peace=6 | stability=7 | growth=4.80 | avgFirePeace=5.00
330. 1989-12-08T13:10 | meditate=false | fire=4 | peace=3 | stability=6 | growth=6.40 | avgFirePeace=3.50
331. 1989-12-14T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.00
332. 1990-01-02T13:10 | meditate=false | fire=4 | peace=1 | stability=8 | growth=8.40 | avgFirePeace=2.50
333. 1990-01-08T13:10 | meditate=false | fire=4 | peace=2 | stability=8 | growth=9.10 | avgFirePeace=3.00
334. 1990-02-16T13:10 | meditate=false | fire=4 | peace=3.5 | stability=7 | growth=5.20 | avgFirePeace=3.75
335. 1990-03-12T13:10 | meditate=false | fire=4 | peace=1.5 | stability=7 | growth=7.00 | avgFirePeace=2.75
336. 1990-03-31T13:10 | meditate=true | fire=4 | peace=1.5 | stability=6 | growth=7.00 | avgFirePeace=2.75
337. 1990-05-15T13:10 | meditate=false | fire=4 | peace=3.5 | stability=8 | growth=7.00 | avgFirePeace=3.75
338. 1990-05-16T13:10 | meditate=false | fire=4 | peace=5 | stability=8 | growth=4.80 | avgFirePeace=4.50
339. 1990-06-19T13:10 | meditate=false | fire=4 | peace=3 | stability=8 | growth=7.20 | avgFirePeace=3.50
340. 1990-06-20T13:10 | meditate=true | fire=4 | peace=1 | stability=6 | growth=6.50 | avgFirePeace=2.50
341. 1990-07-23T13:10 | meditate=false | fire=4 | peace=0.5 | stability=8 | growth=9.00 | avgFirePeace=2.25
342. 1990-07-25T13:10 | meditate=false | fire=4 | peace=3 | stability=8 | growth=7.20 | avgFirePeace=3.50
343. 1990-07-29T13:10 | meditate=false | fire=4 | peace=7 | stability=8 | growth=4.80 | avgFirePeace=5.50
344. 1990-08-21T13:10 | meditate=false | fire=4 | peace=2 | stability=8 | growth=7.70 | avgFirePeace=3.00
345. 1990-09-30T13:10 | meditate=false | fire=4 | peace=1.5 | stability=8 | growth=8.80 | avgFirePeace=2.75
346. 1990-10-05T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.40 | avgFirePeace=2.00
347. 1990-10-30T13:10 | meditate=false | fire=4 | peace=5 | stability=8 | growth=6.00 | avgFirePeace=4.50
348. 1990-10-31T13:10 | meditate=true | fire=4 | peace=1.5 | stability=8 | growth=7.00 | avgFirePeace=2.75
349. 1990-11-28T13:10 | meditate=false | fire=4 | peace=0 | stability=8 | growth=8.40 | avgFirePeace=2.00
350. 1990-11-30T13:10 | meditate=false | fire=4 | peace=1 | stability=8 | growth=9.10 | avgFirePeace=2.50
351. 1990-12-04T13:10 | meditate=true | fire=4 | peace=6.5 | stability=8 | growth=5.40 | avgFirePeace=5.25
352. 1990-12-22T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=7.20 | avgFirePeace=1.50
353. 1990-12-29T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=9.60 | avgFirePeace=1.50
354. 1991-03-17T13:10 | meditate=true | fire=4 | peace=1 | stability=6 | growth=7.50 | avgFirePeace=2.50
355. 1991-06-15T13:10 | meditate=true | fire=4 | peace=-0.5 | stability=7 | growth=8.00 | avgFirePeace=1.75
356. 1991-07-04T13:10 | meditate=false | fire=4 | peace=0 | stability=8 | growth=8.40 | avgFirePeace=2.00
357. 1991-07-05T13:10 | meditate=false | fire=4 | peace=0.5 | stability=8 | growth=9.00 | avgFirePeace=2.25
358. 1991-08-05T13:10 | meditate=false | fire=4 | peace=1.5 | stability=8 | growth=8.00 | avgFirePeace=2.75
359. 1991-09-27T13:10 | meditate=false | fire=4 | peace=0 | stability=8 | growth=7.50 | avgFirePeace=2.00
360. 1991-09-30T13:10 | meditate=false | fire=4 | peace=3.5 | stability=8 | growth=5.20 | avgFirePeace=3.75
361. 1991-10-01T13:10 | meditate=false | fire=4 | peace=2.5 | stability=8 | growth=6.00 | avgFirePeace=3.25
362. 1991-10-20T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
363. 1991-11-07T13:10 | meditate=false | fire=4 | peace=-0.5 | stability=8 | growth=9.80 | avgFirePeace=1.75
364. 1991-11-17T13:10 | meditate=false | fire=4 | peace=2.5 | stability=8 | growth=5.20 | avgFirePeace=3.25
365. 1991-12-22T13:10 | meditate=false | fire=4 | peace=0.5 | stability=8 | growth=7.80 | avgFirePeace=2.25
366. 1992-01-27T13:10 | meditate=false | fire=4 | peace=0 | stability=8 | growth=8.40 | avgFirePeace=2.00
367. 1992-02-16T13:10 | meditate=true | fire=4 | peace=3 | stability=7 | growth=6.50 | avgFirePeace=3.50
368. 1992-02-17T13:10 | meditate=true | fire=4 | peace=4.5 | stability=7 | growth=6.00 | avgFirePeace=4.25
369. 1992-03-03T13:10 | meditate=true | fire=4 | peace=4.5 | stability=7 | growth=6.60 | avgFirePeace=4.25
370. 1992-03-04T13:10 | meditate=true | fire=4 | peace=4 | stability=7 | growth=6.00 | avgFirePeace=4.00
371. 1992-03-11T13:10 | meditate=false | fire=4 | peace=5.5 | stability=8 | growth=5.40 | avgFirePeace=4.75
372. 1992-03-12T13:10 | meditate=false | fire=4 | peace=3.5 | stability=8 | growth=6.60 | avgFirePeace=3.75
373. 1992-03-30T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
374. 1992-03-31T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.50
375. 1992-04-02T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=9.10 | avgFirePeace=2.50
376. 1992-04-19T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
377. 1992-04-30T13:10 | meditate=false | fire=4 | peace=5 | stability=8 | growth=6.30 | avgFirePeace=4.50
378. 1992-05-22T13:10 | meditate=true | fire=4 | peace=4.5 | stability=8 | growth=7.20 | avgFirePeace=4.25
379. 1992-05-26T13:10 | meditate=true | fire=4 | peace=0.5 | stability=6 | growth=9.80 | avgFirePeace=2.25
380. 1992-06-15T13:10 | meditate=true | fire=4 | peace=1.5 | stability=6 | growth=7.00 | avgFirePeace=2.75
381. 1992-06-28T13:10 | meditate=true | fire=4 | peace=-4 | stability=8 | growth=9.50 | avgFirePeace=0.00
382. 1992-07-03T13:10 | meditate=false | fire=4 | peace=-1 | stability=8 | growth=9.60 | avgFirePeace=1.50
383. 1992-07-25T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.40 | avgFirePeace=2.00
384. 1992-07-29T13:10 | meditate=false | fire=4 | peace=1.5 | stability=8 | growth=8.40 | avgFirePeace=2.75
385. 1992-08-15T13:10 | meditate=false | fire=4 | peace=4.5 | stability=7 | growth=6.00 | avgFirePeace=4.25
386. 1992-09-19T13:10 | meditate=true | fire=4 | peace=-0.5 | stability=7 | growth=9.00 | avgFirePeace=1.75
387. 1992-09-27T13:10 | meditate=true | fire=4 | peace=0 | stability=8 | growth=11.70 | avgFirePeace=2.00
388. 1992-10-03T13:10 | meditate=true | fire=4 | peace=2.5 | stability=7 | growth=8.40 | avgFirePeace=3.25
389. 1992-10-26T13:10 | meditate=true | fire=4 | peace=2.5 | stability=7 | growth=8.40 | avgFirePeace=3.25
390. 1992-12-13T13:10 | meditate=true | fire=4 | peace=3 | stability=7 | growth=7.70 | avgFirePeace=3.50
391. 1992-12-17T13:10 | meditate=true | fire=4 | peace=3.5 | stability=7 | growth=7.20 | avgFirePeace=3.75
392. 1992-12-19T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
393. 1993-01-02T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.50 | avgFirePeace=2.00
394. 1993-01-15T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.00 | avgFirePeace=2.25
395. 1993-01-20T13:10 | meditate=true | fire=4 | peace=0.5 | stability=7 | growth=9.80 | avgFirePeace=2.25
396. 1993-03-15T13:10 | meditate=true | fire=4 | peace=3 | stability=7 | growth=8.40 | avgFirePeace=3.50
397. 1993-03-17T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=6.40 | avgFirePeace=2.50
398. 1993-03-28T13:10 | meditate=true | fire=4 | peace=2.5 | stability=8 | growth=7.80 | avgFirePeace=3.25
399. 1993-04-09T13:10 | meditate=true | fire=4 | peace=2.5 | stability=8 | growth=7.00 | avgFirePeace=3.25
400. 1993-04-19T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=9.00 | avgFirePeace=2.25
401. 1993-05-05T13:10 | meditate=true | fire=4 | peace=1 | stability=7 | growth=9.60 | avgFirePeace=2.50
402. 1993-05-08T13:10 | meditate=false | fire=4 | peace=6 | stability=8 | growth=6.00 | avgFirePeace=5.00
403. 1993-05-30T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=8.40 | avgFirePeace=3.00
404. 1993-06-02T13:10 | meditate=true | fire=4 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=3.25
405. 1993-07-01T13:10 | meditate=true | fire=4 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=3.25
406. 1993-07-11T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=8.40 | avgFirePeace=2.25
407. 1993-07-27T13:10 | meditate=false | fire=4 | peace=-3 | stability=8 | growth=9.50 | avgFirePeace=0.50
408. 1993-08-17T13:10 | meditate=false | fire=4 | peace=-0.5 | stability=8 | growth=8.00 | avgFirePeace=1.75
409. 1993-10-04T13:10 | meditate=true | fire=4 | peace=5 | stability=8 | growth=6.30 | avgFirePeace=4.50
410. 1994-04-01T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.00
411. 1994-06-12T13:10 | meditate=true | fire=4 | peace=3 | stability=8 | growth=6.30 | avgFirePeace=3.50
412. 1994-06-25T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=7.50 | avgFirePeace=1.50
413. 1994-06-29T13:10 | meditate=true | fire=4 | peace=0.5 | stability=8 | growth=7.00 | avgFirePeace=2.25
414. 1994-06-30T13:10 | meditate=true | fire=4 | peace=3 | stability=8 | growth=7.20 | avgFirePeace=3.50
415. 1994-07-01T13:10 | meditate=true | fire=4 | peace=1 | stability=8 | growth=7.50 | avgFirePeace=2.50
416. 1994-07-23T13:10 | meditate=false | fire=4 | peace=3 | stability=8 | growth=7.20 | avgFirePeace=3.50
417. 1994-09-02T13:10 | meditate=true | fire=4 | peace=1.5 | stability=8 | growth=7.80 | avgFirePeace=2.75
418. 1994-09-28T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.40 | avgFirePeace=2.00
419. 1994-12-04T13:10 | meditate=true | fire=4 | peace=5.5 | stability=6 | growth=5.00 | avgFirePeace=4.75
420. 1994-12-25T13:10 | meditate=true | fire=4 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=3.00
421. 1988-01-13T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=7.80 | avgFirePeace=2.00
422. 1988-01-15T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=8.45 | avgFirePeace=1.75
423. 1988-01-19T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=8 | growth=10.40 | avgFirePeace=1.00
424. 1988-01-29T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=7 | growth=7.80 | avgFirePeace=3.00
425. 1988-01-30T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=7 | growth=10.50 | avgFirePeace=1.25
426. 1988-02-08T13:10 | meditate=false | fire=3.5 | peace=1.5 | stability=8 | growth=7.80 | avgFirePeace=2.50
427. 1988-02-23T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=8 | growth=8.25 | avgFirePeace=2.50
428. 1988-03-03T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=7 | growth=6.05 | avgFirePeace=3.50
429. 1988-03-19T13:10 | meditate=true | fire=3.5 | peace=1 | stability=6 | growth=7.70 | avgFirePeace=2.25
430. 1988-03-20T13:10 | meditate=true | fire=3.5 | peace=3 | stability=6 | growth=6.60 | avgFirePeace=3.25
431. 1988-03-21T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=6 | growth=7.15 | avgFirePeace=2.50
432. 1988-04-18T13:10 | meditate=false | fire=3.5 | peace=4 | stability=7 | growth=7.15 | avgFirePeace=3.75
433. 1988-05-02T13:10 | meditate=false | fire=3.5 | peace=3 | stability=8 | growth=4.95 | avgFirePeace=3.25
434. 1988-05-06T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=8 | growth=6.05 | avgFirePeace=3.50
435. 1988-05-21T13:10 | meditate=false | fire=3.5 | peace=4.5 | stability=8 | growth=6.75 | avgFirePeace=4.00
436. 1988-05-23T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=7 | growth=6.50 | avgFirePeace=3.50
437. 1988-05-25T13:10 | meditate=false | fire=3.5 | peace=5 | stability=8 | growth=6.00 | avgFirePeace=4.25
438. 1988-06-08T13:10 | meditate=false | fire=3.5 | peace=6 | stability=8 | growth=4.55 | avgFirePeace=4.75
439. 1988-06-18T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=6 | growth=7.15 | avgFirePeace=3.50
440. 1988-06-27T13:10 | meditate=true | fire=3.5 | peace=5 | stability=7 | growth=5.50 | avgFirePeace=4.25
441. 1988-06-30T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=7 | growth=5.40 | avgFirePeace=3.50
442. 1988-07-12T13:10 | meditate=true | fire=3.5 | peace=5.5 | stability=7 | growth=6.05 | avgFirePeace=4.50
443. 1988-07-19T13:10 | meditate=false | fire=3.5 | peace=6.5 | stability=7 | growth=5.20 | avgFirePeace=5.00
444. 1988-07-25T13:10 | meditate=false | fire=3.5 | peace=5.5 | stability=8 | growth=5.20 | avgFirePeace=4.50
445. 1988-08-08T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=7 | growth=5.40 | avgFirePeace=3.50
446. 1988-08-15T13:10 | meditate=false | fire=3.5 | peace=8.5 | stability=7 | growth=3.85 | avgFirePeace=6.00
447. 1988-09-15T13:10 | meditate=false | fire=3.5 | peace=4 | stability=8 | growth=5.85 | avgFirePeace=3.75
448. 1988-09-18T13:10 | meditate=false | fire=3.5 | peace=1.5 | stability=8 | growth=7.15 | avgFirePeace=2.50
449. 1988-09-25T13:10 | meditate=false | fire=3.5 | peace=2.5 | stability=6 | growth=5.40 | avgFirePeace=3.00
450. 1988-11-05T13:10 | meditate=false | fire=3.5 | peace=1.5 | stability=8 | growth=6.30 | avgFirePeace=2.50
451. 1988-11-26T13:10 | meditate=true | fire=3.5 | peace=6 | stability=8 | growth=4.50 | avgFirePeace=4.75
452. 1988-11-29T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=8 | growth=6.05 | avgFirePeace=3.50
453. 1988-12-02T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=8 | growth=4.95 | avgFirePeace=3.50
